,Data Center,Company,Address,City,State,lat,lon,White space,Gross power
239,Lumen Columbus 1,Lumen,266 North 5th St,Columbus,Ohio,39.9622601,-83.0007065,,
240,"New Albany, Ohio Data Center",PCM,7000 Souder Road,New Albany,Ohio,40.0811745,-82.8087864,,
241,Racksquared Value Way Datacenter,RackSquared Data Centers Columbus Ohio,2560 Value Way Drive,Columbus,Ohio,39.9622601,-83.0007065,,
242,"Racksquared, LLC - Columbus OH",RackSquared Data Centers Columbus Ohio,325 E. Spring Street,Columbus,Ohio,39.9622601,-83.0007065,,
243,RSL,Recovery Site Logistics DR Center,2965 N. High,Columbus,Ohio,39.9622601,-83.0007065,,
244,tw telecom Columbus OH #1,tw telecom,226 N 5th St,Columbus,Ohio,39.9622601,-83.0007065,,
245,tw telecom Columbus OH #2,tw telecom,345 N. 2nd St.,Columbus,Ohio,39.9622601,-83.0007065,,
246,WOW!,WOW Business/E Solutions,226 North 5th Street,Columbus,Ohio,39.9622601,-83.0007065,,
247,XO Columbus,XO Communications,545 Scherers Court,Columbus,Ohio,39.9622601,-83.0007065,,
248,zColo - 251 Neilston St,zColo,251 Neilston St,Columbus,Ohio,39.9622601,-83.0007065,,
249,123Net - DC1,123Net,24700 Northwestern Hwy.,Southfield,Michigan,42.4733689,-83.2218731,,
250,123Net - DC2,123Net,24275 Northwestern Hwy.,Southfield,Michigan,42.4733689,-83.2218731,,
251,123Net - DC3,123Net,24245 Northwestern Hwy.,Southfield,Michigan,42.4733689,-83.2218731,,
252,365 Data Centers - Detroit,365 Data Centers,24660 Lahser Road,Southfield,Michigan,42.4733689,-83.2218731,,
253,Ann Arbor 2 Data Center,Online Tech,5430 Data Court Suite 400,Ann Arbor,Michigan,42.2681569,-83.7312291,,
254,Awecomm Technologies,Awecomm Technologies,"165 Kirts Blvd., #400",Troy,Michigan,42.6055893,-83.1499304,,
255,Clear Rate Troy Datacenter,Clear Rate Communications,2600 W Big Beaver Rd,Troy,Michigan,42.6055893,-83.1499304,,
256,Cogent Detroit,"Cogent Communications, Inc.",3331 W Big Beaver Rd,Troy,Michigan,42.6055893,-83.1499304,,
257,ColoMichigan DC1 - Southfield,ColoMichigan,Secret location,Southfield,Michigan,42.4733689,-83.2218731,,
258,EdgeConneX Detroit - EDCDET01,EdgeConneX,"21005 Lahser Rd, Bldg 4",Southfield,Michigan,42.4733689,-83.2218731,,
259,Liberty Center One,Liberty Center One Data Center,4815 Delemere Ave.,Royal Oak,Michigan,42.4894801,-83.1446485,,
260,Lumen Detroit,Lumen,19675 West Ten Mile Road,Southfield,Michigan,42.4733689,-83.2218731,,
261,Lumen Detroit 3,Lumen,1965 Porter,Detroit,Michigan,42.3315509,-83.0466403,,
262,ManagedWay Data Center #1,ManagedWay Company,319 Executive Dr.,Troy,Michigan,42.6055893,-83.1499304,,
263,ManagedWay Data Center #2,ManagedWay Company,600 Executive Dr.,Troy,Michigan,42.6055893,-83.1499304,,
264,Metro Detroit Data Center,Online Tech,6435 North Hix Rd.,Westland,Michigan,42.3238056,-83.4005321,,
265,NEXCESS.NET DC1,NEXCESS.NET L.L.C.,22015 W. Outer Drive,Dearborn,Michigan,42.3222599,-83.1763145,,
266,NEXCESS.NET DC2,NEXCESS.NET L.L.C.,21700 Melrose Ave,Southfield,Michigan,42.4733689,-83.2218731,,
267,RT 3811,RT Software Hosting,3811 West 12 Mile Road,Berkley,Michigan,42.5030909,-83.1835389,,
268,ServOnDemand,ServOnDemand,21420 Melrose Ave,Southfield,Michigan,42.4733689,-83.2218731,,
269,US Signal Southfield,"US Signal Company, LLC",21648 Melrose Ave,Southfield,Michigan,42.4733689,-83.2218731,,
270,XO Detroit,XO Communications,21455 Melrose Ave.,Southfield,Michigan,42.4733689,-83.2218731,,
271,XO Detroit #2,XO Communications,21555 Melrose Ave.,Southfield,Michigan,42.4733689,-83.2218731,,
272,CISP,CISP,3035 Moffat,Toledo,Ohio,41.6529143,-83.5378173,,
273,Telesystem I,"Buckeye Telesystem, Inc",4818 Angola Road,Toledo,Ohio,41.6529143,-83.5378173,,
274,Digital Crossing Networks,Digital Crossing Network,500 W. Summit Hill,Knoxville,Tennessee,35.9603948,-83.9210261,,
275,Infinity Data Center,Webservio,2575 Willow Point Way,Knoxville,Tennessee,35.9603948,-83.9210261,,
276,SH Data Centers,SH Data Centers,550 Fort Summit Way,Knoxville,Tennessee,35.9603948,-83.9210261,,
277,THE FORT,SH Data Centers,550 Fort Summit Way,Knoxville,Tennessee,35.9603948,-83.9210261,,
278,Iron Mountain Data Centers OHS-1,Iron Mountain,3366 S. Tech Blvd.,Miamisburg,Ohio,39.6428362,-84.2866083,,
279,Lumen Dayton 1,Lumen,600 S Broadway Street,Dayton,Ohio,39.7589478,-84.1916069,,
280,tw telecom Dayton,tw telecom,1 S Main St,Dayton,Ohio,39.7589478,-84.1916069,,
281,EdgeConneX Tallahassee-EDCTAL01,EdgeConneX,"1531 Commonwealth Business Dr, Units 404-408",Tallahassee,Florida,30.4380832,-84.2809332,,
282,Lumen Tallahassee,Lumen,619 Mabry Street,Tallahassee,Florida,30.4380832,-84.2809332,,
283,Lumen Tallahassee 2,Lumen,1416 S Adams Street,Tallahassee,Florida,30.4380832,-84.2809332,,
284,Pavlov Media FL,Pavlov Media,215 W Carolina St,Tallahassee,Florida,30.4380832,-84.2809332,,
285,101 Aquila Way,Digital Realty,101 Aquila Way,Austell,Georgia,33.8126059,-84.6343783,,
286,250 Williams Street NW,Digital Realty,250 Williams Street NW,Atlanta,Georgia,33.7489924,-84.3902644,,
287,470 Exchange,Facility Gateway Corporation,470 East Paces Ferry Road,Atlanta,Georgia,33.7489924,-84.3902644,,
288,"56 Marietta, Atlanta",Digital Realty,56 Marietta Street,Atlanta,Georgia,33.7489924,-84.3902644,,
289,AT1,Lunavi,180 Peachtree Street - 6th Floor,Atlanta,Georgia,33.7489924,-84.3902644,,
290,Atlanta Data Center,"Tulix Systems, Inc.",55 Marietta St NW,Atlanta,Georgia,33.7489924,-84.3902644,,
291,Atlanta NAP,Global Net Acces,1100 white street,Atlanta,Georgia,33.7489924,-84.3902644,,
292,Capital Internet,Capital Internet Data Center,200 Sandy Springs Place,Atlanta,Georgia,33.7489924,-84.3902644,,
293,Cogent Atlanta,"Cogent Communications, Inc.",55 Marietta St NW,Atlanta,Georgia,33.7489924,-84.3902644,,
294,Colo Atl,Colo Atl,55 Marietta Street,Atlanta,Georgia,33.7489924,-84.3902644,,
295,Colo@34,Colo@,34 Peachtree St.,Atlanta,Georgia,33.7489924,-84.3902644,,
296,Colo@55,Colo@,55 Marietta,Atlanta,Georgia,33.7489924,-84.3902644,,
297,ColoCrossing GA1,ColoCrossing,34 Peachtree Street,Atlanta,Georgia,33.7489924,-84.3902644,,
298,Cyxtera - Atlanta ATL1,Cyxtera Technologies,"375 Riverside Parkway, Suite 150",Lithia Springs,Georgia,33.7939953,-84.6604899,,
299,DataSite Atlanta,DataSite,1130 Powers Ferry Place,Marietta,Georgia,33.9528472,-84.5496148,,
300,DC BLOX ATL-1,DC BLOX Inc.,6 W Druid Hills Dr. NE,Brookhaven,Georgia,33.8584368,-84.340203,,
301,Edge Data Center - Atlanta,American Tower Corporation,2374 Fairburn Road Southwest,Atlanta,Georgia,33.7489924,-84.3902644,,
302,EdgeConneX Atlanta - EDCATL01,EdgeConneX,1003 Donnelly Ave SW,Atlanta,Georgia,33.7489924,-84.3902644,,
303,Equinix AT1,"Equinix, Inc",Secret location,Atlanta,Georgia,33.7489924,-84.3902644,,
304,Equinix AT2,"Equinix, Inc",Secret location,Atlanta,Georgia,33.7489924,-84.3902644,,
305,Equinix AT3,"Equinix, Inc",Secret location,Atlanta,Georgia,33.7489924,-84.3902644,,
306,Flexential Atlanta - Alpharetta,Flexential,12655 Edison Drive,Alpharetta,Georgia,34.0709576,-84.2747329,,
307,Flexential Atlanta - Norcross,Flexential,2775 Northwoods Parkway NW,Norcross,Georgia,33.9412127,-84.2135309,,
308,H5 Data Centers Atlanta,H5 Data Centers,345 Courtland St. NE,Atlanta,Georgia,33.7489924,-84.3902644,,
309,INAP Atlanta,INAP,250 Williams Street,Atlanta,Georgia,33.7489924,-84.3902644,,
310,Intero Systems,Intero Systems,Pheonix Parkway,College Park,Georgia,33.6534427,-84.4493725,,
311,Lumen Atlanta,Lumen,345 Courtland St NE,Atlanta,Georgia,33.7489924,-84.3902644,,
312,Lumen Atlanta #2,Lumen,"180 Peachtree St., N.W., 3rd and 4th Floors",Atlanta,Georgia,33.7489924,-84.3902644,,
313,Lumen Atlanta 5,Lumen,953 Donnelly Ave SW,Atlanta,Georgia,33.7489924,-84.3902644,,
314,Lumen Atlanta 6,Lumen,874 Dekalb Avenue,Atlanta,Georgia,33.7489924,-84.3902644,,
315,Lumen Dorabille 1,Lumen,6855 Cresecent Drive,Atlanta,Georgia,33.7489924,-84.3902644,,
316,QTS Atlanta-Metro,QTS Data Centers,1033 Jefferson St,Atlanta,Georgia,33.7489924,-84.3902644,,
317,QTS Atlanta-Suwanee,QTS Data Centers,300 Satellite Blvd,Suwanee,Georgia,34.0514898,-84.0712997,,
318,Sago Networks Atlanta,Sago Networks,4311 Communications Drive,Norcross,Georgia,33.9412127,-84.2135309,,
319,SungardAS Smyrna,Sungard Availability Services,5600 United Drive,Smyrna,Georgia,33.883887,-84.5147454,,
320,Switch ATLANTA,Switch,1 Switch Way,Lithia Springs,Georgia,33.7939953,-84.6604899,,
321,tw telecom Atlanta,tw telecom,2 Ravinia Dr,Atlanta,Georgia,33.7489924,-84.3902644,,
322,tw telecom Atlanta #2,tw telecom,180 Peachtree St SW,Atlanta,Georgia,33.7489924,-84.3902644,,
323,Virtual Citadel,Virtual Citadel,2380 Godby Rd,College Park,Georgia,33.6534427,-84.4493725,,
324,Windstream Atlanta,Windstream,1593 NE Expressway,Atlanta,Georgia,33.7489924,-84.3902644,,
325,XO Atlanta,XO Communications,4000 Highland Parkway SE,Smyrna,Georgia,33.883887,-84.5147454,,
326,CBTS Cincinnati Data Center,Cincinnati Bell Technology Solutions,1 Main St.,Cincinnati,Ohio,39.1014537,-84.5124602,,
327,CBTS Florence Data Center,Cincinnati Bell Technology Solutions,987 Central Blvd.,Florence,Ohio,41.566235,-84.74849003159176,,
328,CBTS Gold Coast Data Center,Cincinnati Bell Technology Solutions,55 Miners Way,Blue Ash,Ohio,39.2320073,-84.3782817,,
329,CBTS Hamilton Data Center,Cincinnati Bell Technology Solutions,123 Pine St,Hamilton,Ohio,39.2085354,-84.5501874,,
330,CBTS Lebanon Data Center,Cincinnati Bell Technology Solutions,4433 Tree Top Way,Lebanon,Ohio,39.4353373,-84.2029922,,
331,CenterGrid - Hamilton,CenterGrid,101 Knightsbridge Drive,Hamilton,Ohio,39.2085354,-84.5501874,,
332,CyrusOne Cincinnati,CyrusOne Data Centers,229 W. Seventh Street,Cincinnati,Ohio,39.1014537,-84.5124602,,
333,CyrusOne Cincinnati (Gold Coast),CyrusOne Data Centers,11500 Goldcoast Drive,Cincinnati,Ohio,39.1014537,-84.5124602,,
334,CyrusOne Ohio (Blue Ash),CyrusOne Data Centers,"4600 McAuley Place, 4th Floor",Blue Ash,Ohio,39.2320073,-84.3782817,,
335,CyrusOne Ohio (Hamilton),CyrusOne Data Centers,103 Knightsbridge Drive,Hamilton,Ohio,39.2085354,-84.5501874,,
336,CyrusOne Ohio (Mason),CyrusOne Data Centers,4800 Parkway Drive,Cincinnati,Ohio,39.1014537,-84.5124602,,
337,Flexential Cincinnati,Flexential,5307 Muhlhauser Rd,Hamilton,Ohio,39.2085354,-84.5501874,,
338,H5 Data Centers Cincinnati,H5 Data Centers,360 Gest Street,Cincinnati,Ohio,39.1014537,-84.5124602,,
339,H5 Data Centers Cincinnati II,H5 Data Centers,925 Dalton Ave,Cincinnati,Ohio,39.1014537,-84.5124602,,
340,Hot Site Data Center,Hot Site Data Center,2300 Montana Ave,Cincinnati,Ohio,39.1014537,-84.5124602,,
341,Lumen Cincinnati,Lumen,400 Pike Street,Cincinnati,Ohio,39.1014537,-84.5124602,,
342,Lumen Cincinnati 3,Lumen,1428 W. 8th St,Cincinnati,Ohio,39.1014537,-84.5124602,,
343,tw telecom Cincinnati,tw telecom,9490 Meridian Way,West Chester,Ohio,39.3303357,-84.408275,,
344,zColo - 334 Gest St,zColo,334 Gest St,Cincinnati,Ohio,39.1014537,-84.5124602,,
345,SUBTAC,Kentucky Underground Storage,3830 Highbridge Rd,Wilmore,Kentucky,37.8640406,-84.6601993,,
346,tw telecom Lexington,tw telecom,"333 West Vine Street, Suite 3300",Lexington,Kentucky,38.0464066,-84.4970393,,
347,ACD.net MetroIX,ACD.net,1800 N Grand River Ave,Lansing,Michigan,42.7337712,-84.5553805,,
348,Comlink,Comlink,1515 Turf Lane,East Lansing,Michigan,42.7320307,-84.4721678,,
349,Global Dataplex Lansing,Global Dataplex,4300 W. Saginaw,Lansing,Michigan,42.7337712,-84.5553805,,
350,Liquid Web DC2,Liquid Web,4428 S Ceryts Rd.,Lansing,Michigan,42.7337712,-84.5553805,,
351,Liquid Web DC3,Liquid Web,4210 Creyts,Lansing,Michigan,42.7337712,-84.5553805,,
352,Lumen Communications,Lumen,1206 May Street,Lansing,Michigan,42.7337712,-84.5553805,,
353,Airnet Group Inc,Airnet Group Inc.,801 Broad Street Suite 530,Chattanooga,Tennessee,35.0457219,-85.3094883,,
354,Chattanooga,Peacecom,1100 East 11th Street,Chattanooga,Tennessee,35.0457219,-85.3094883,,
355,DC BLOX CHA-1,DC BLOX Inc.,807 East 16th Street,Chattanooga,Tennessee,35.0457219,-85.3094883,,
356,MCA corporate,MCA,6048 century oaks dr,Chattanooga,Tennessee,35.0457219,-85.3094883,,
357,Cogent Louisville,"Cogent Communications, Inc.",332 W. Broadway,Louisville,Kentucky,38.2542376,-85.759407,,
358,Davey Holdings LLC,Davey Holdings LLC,12935 W. US Hwy 42,Prospect,Kentucky,38.3459615,-85.60460479093771,,
359,East Breckinridge,BluegrassNet,321 East Breckinridge Street,Louisville,Kentucky,38.2542376,-85.759407,,
360,Flexential Louisville - Downtown,Flexential,733 Barret Avenue,Louisville,Kentucky,38.2542376,-85.759407,,
361,Flexential Louisville - East,Flexential,2101 Nelson Miller Parkway,Louisville,Kentucky,38.2542376,-85.759407,,
362,HOSTING - Louisville,HOSTING,501 S. 4th Street,Louisville,Kentucky,38.2542376,-85.759407,,
363,IgLou Colocation,"IgLou Internet Services, Inc.",3315 Gilmore Industrial Blvd,Louisville,Kentucky,38.2542376,-85.759407,,
364,Lumen Louisville,Lumen,848 S. 8th Street,Louisville,Kentucky,38.2542376,-85.759407,,
365,"nGenX - Louisville, KY",nGenX,929 Mason Avenue,Louisville,Kentucky,38.2542376,-85.759407,,
366,tw telecom Louisville,tw telecom,"332 W. Broadway, 17th floor",Louisville,Kentucky,38.2542376,-85.759407,,
367,365 Data Centers - Indianaolis,365 Data Centers,"701 West Henry Street, Suite 101",Indianapolis,Indiana,39.7683331,-86.1583502,,
368,Expedient Indianapolis,Expedient Data Centers,701 Congressional Blvd,Indianapolis,Indiana,39.7683331,-86.1583502,,
369,GAP Indy Data Center,Global Access Point,800 Henry Street,Indianapolis,Indiana,39.7683331,-86.1583502,,
370,Indianapolis Data Center,Online Tech,505 West Merrill Street,Indianapolis,Indiana,39.7683331,-86.1583502,,
371,LGI Broad Ripple,LifeGrid Interent,"1810 Broad Ripple Ave, Suite12",Indianapolis,Indiana,39.7683331,-86.1583502,,
372,Lifeline Data Centers Eastgate,"Lifeline Data Centers, LLC",401 North Shadeland Avenue,Indianapolis,Indiana,39.7683331,-86.1583502,,
373,Lifeline Data Centers Henry,"Lifeline Data Centers, LLC",733 W Henry St.,Indianapolis,Indiana,39.7683331,-86.1583502,,
374,LightBound - 731 Henry Street,"LightBound, LLC",731 West Henry Street,Indianapolis,Indiana,39.7683331,-86.1583502,,
375,LightBound - 800 Oliver,"LightBound, LLC",800 Oliver Street,Indianapolis,Indiana,39.7683331,-86.1583502,,
376,LightBound 650,"LightBound, LLC",650 W. Henry Street,Indianapolis,Indiana,39.7683331,-86.1583502,,
377,Lumen Indianapolis 1,Lumen,1902 S. East Street,Indianapolis,Indiana,39.7683331,-86.1583502,,
378,nGenX - Indianapolis,nGenX,701 W Henry Street,Indianapolis,Indiana,39.7683331,-86.1583502,,
379,nGenx - Lafayette,nGenX,2304 Brothers Drive,Lafayette,Indiana,40.4211664,-86.8943695,,
380,tw telecom Indianapolis,tw telecom,4625 W 86th St,Indianapolis,Indiana,39.7683331,-86.1583502,,
381,"Sparrow Technology Solutions, LLC.","Sparrow Technology Solutions, LLC.",3015 McGehee Rd.,Montgomery,Alabama,32.3669656,-86.3006485,,
382,tw telecom Montgomery #1,tw telecom,1 Court Sq,Montgomery,Alabama,32.3669656,-86.3006485,,
383,tw telecom Montgomery #2,tw telecom,3613 Eastern Blvd,Montgomery,Alabama,32.3669656,-86.3006485,,
384,365 Data Centers - Nashville,365 Data Centers,"147 Fourth Avenue, 8th Floor",Nashville,Tennessee,36.1622767,-86.7742984,,
385,Data Suites,Data Suites,1020 W College St,Murfreesboro,Tennessee,35.8460396,-86.3921096,,
386,EdgeConneX Nashville - EDCNAS01,EdgeConneX,"1841 Air Lane Dr, Building 3",Nashville,Tennessee,36.1622767,-86.7742984,,
387,Flexential Nashville - Brentwood,Flexential,"7100 Commerce Way, Suite 50",Brentwood,Tennessee,36.0325687,-86.7825235,,
388,Flexential Nashville - Cool Springs,Flexential,"425 Duke Dr., Suite 400",Franklin,Tennessee,35.925206,-86.8689419,,
389,Flexential Nashville - Franklin,Flexential,"4600 Carothers Parkway, Franklin TN, 37067",Franklin,Tennessee,35.925206,-86.8689419,,
390,H5 Data Centers Nashville,H5 Data Centers,211 Commerce St,Nashville,Tennessee,36.1622767,-86.7742984,,
391,IRIS - Nashville,Iris Networks,"211 Commerce Street, Suite 610",Nashville,Tennessee,36.1622767,-86.7742984,,
392,Lumen Nashville 1,Lumen,2990 Sidco Drive,Nashville,Tennessee,36.1622767,-86.7742984,,
393,Lumen Nashville 2,Lumen,2530 Perimeter Place Drive,Nashville,Tennessee,36.1622767,-86.7742984,,
394,Lumen Nashville 3,Lumen,2208 9th Ave North,Nashville,Tennessee,36.1622767,-86.7742984,,
395,Nexus NREP,"The Nexus Group, Inc.",Secret location,Nashville,Tennessee,36.1622767,-86.7742984,,
396,TierPoint Nashville,TierPoint,311 Eddy Lane,Nashville,Tennessee,36.1622767,-86.7742984,,
397,tw telecom Berry Hill,tw telecom,708 Melrose Ave,Berry Hill,Tennessee,36.1170025,-86.7663876,,
398,tw telecom Nashville,tw telecom,535 Mainstream Dr,Nashville,Tennessee,36.1622767,-86.7742984,,
399,Windstream Nashville,Windstream,940 3rd Ave North,Nashville,Tennessee,36.1622767,-86.7742984,,
400,zColo - 209 10th Ave South,zColo,209 10th Ave South,Nashville,Tennessee,36.1622767,-86.7742984,,
401,DC BLOX BHM-1,DC BLOX Inc.,433 6th Street South,Birmingham,Alabama,33.5206824,-86.8024326,,
402,Fresh Technology,Fresh Technology,"2200 Riverchase Center, Suite #500",Hoover,Alabama,33.350376499999996,-86.83440279644964,,
403,Lumen Birmingham 1,Lumen,2001 Park Place North,Birmingham,Alabama,33.5206824,-86.8024326,,
404,tw telecom Birmingham,tw telecom,505 20th St N,Birmingham,Alabama,33.5206824,-86.8024326,,
405,nGenX - Evansville,nGenX,3701 Communications Way,Evansville,Indiana,37.9747645,-87.5558483,,
406,Sitco Data Center,Sitco Data Center,4631 O,Evansville,Indiana,37.9747645,-87.5558483,,
407,1400 East Devon Avenue,Digital Realty,1400 East Devon Avenue,Elk Grove Village,Illinois,42.0041236,-87.9706457,,
408,2200 Busse Road,Digital Realty,2200 Busse Road,Elk Grove Village,Illinois,42.0041236,-87.9706457,,
409,2299 Busse Road,Digital Realty,2299 Busse Road,Elk Grove Village,Illinois,42.0041236,-87.9706457,,
410,350 East Cermak Road,Digital Realty,350 East Cermak Road,Chicago,Illinois,41.8755616,-87.6244212,,
411,360TCS,360 Technology Center Solutions,360 E. 22nd St.,Lombard,Illinois,41.8864687,-88.0201536,,
412,365 Data Centers - Chicago,365 Data Centers,"427 S La Salle St, Suite 405",Chicago,Illinois,41.8755616,-87.6244212,,
413,505 North Railroad Avenue,Digital Realty,505 North Railroad Avenue,Northlake,Illinois,41.9172526,-87.8956185,,
414,600-780 South Federal Street,Digital Realty,600-780 South Federal Street,Chicago,Illinois,41.8755616,-87.6244212,,
415,9377 Grand Avenue,Digital Realty,"9333, 9355, 9377 Grand Avenue",Franklin Park,Illinois,41.9353084,-87.865618,,
416,ANET Chicago,ANET Internet Solutions,216 W. Jackson,Chicago,Illinois,41.8755616,-87.6244212,,
417,Atlantic Metro - ORD0,Atlantic Metro,350 East Cermak Road,Chicago,Illinois,41.8755616,-87.6244212,,
418,Axon Datacenter,Axon Datacenters,7093 Barry,Rosemont,Illinois,41.9941334,-87.8756737,,
419,Bluebird Quad Cities Data Center,Bluebird Network,2701 Devils Glen Rd,Bettendorf,Illinois,41.5218463,-90.5131251,,
420,CBOT Data Center,Data Stream LLC,141 West Jackson,Chicago,Illinois,41.8755616,-87.6244212,,
421,CBTS - Lombard,CBTS,1850 W Srpinger,Lombard,Illinois,41.8864687,-88.0201536,,
422,CBTS Lombard Data Center,Cincinnati Bell Technology Solutions,564 Winter Lane,Lombard,Illinois,41.8864687,-88.0201536,,
423,chi01/02 - Steadfast Networks,Steadfast Networks,350 East Cermak Road,Chicago,Illinois,41.8755616,-87.6244212,,
424,chi18 - Steadfast Networks,Steadfast Networks,725 S Wells St.,Chicago,Illinois,41.8755616,-87.6244212,,
425,Chicago DC 1 - Colocation America,Colocation America,350 E. Cermak Rd Suite 8,Chicago,Illinois,41.8755616,-87.6244212,,
426,Chicago DC 4 - Colocation America,Colocation America,1808 Swift Dr. Suite A,Oak Brook,Illinois,41.8328085,-87.9289504,,
427,Chicago Hosting,Chicago Hosting,184 Shuman Blvd,Naperville,Illinois,41.7728699,-88.1479278,,
428,Chicago I,Stream Data Centers,2080 Lunt Avenue,Elk Grove Village,Illinois,42.0041236,-87.9706457,,
429,Chicago II,Stream Data Centers,1925 Busse Road,Elk Grove Village,Illinois,42.0041236,-87.9706457,,
430,Cogent Chicago 1,"Cogent Communications, Inc.",427 LaSalle St,Chicago,Illinois,41.8755616,-87.6244212,,
431,Cogent Chicago 2,"Cogent Communications, Inc.",216 W. Jackson Blvd,Chicago,Illinois,41.8755616,-87.6244212,,
432,ColoCrossing CH1,ColoCrossing,2200 Busse Road,Elk Grove Village,Illinois,42.0041236,-87.9706457,,
433,CoreSite Chicago (CH1),CoreSite,427 South LaSalle,Chicago,Illinois,41.8755616,-87.6244212,,
434,CoreSite Chicago (CH2),CoreSite,1432 S Clinton St.,Chicago,Illinois,41.8755616,-87.6244212,,
435,CyrusOne Chicago,CyrusOne Data Centers,1850 Springers Drive,Lombard,Illinois,41.8864687,-88.0201536,,
436,Cyxtera - Chicago ORD1-A,Cyxtera Technologies,350 East Cermak - 7th Floor,Chicago,Illinois,41.8755616,-87.6244212,,
437,Cyxtera - Chicago ORD1-B,Cyxtera Technologies,350 East Cermak - 4th Floor,Chicago,Illinois,41.8755616,-87.6244212,,
438,Cyxtera - Chicago ORD2,Cyxtera Technologies,2425 Busse Road,Elk Grove Village,Illinois,42.0041236,-87.9706457,,
439,DLS Internet 216 Jackson,DLS Internet Services,216 West Jackson Boulevard,Chicago,Illinois,41.8755616,-87.6244212,,
440,DLS Internet LITH,DLS Internet Services,950 E. Oak Street,Lake in the Hills,Illinois,42.1816908,-88.3303618,,
441,DX-1,Digital Crossroad,100 Digital Crossroads Drive,Hammond,Illinois,39.7969783,-88.5917296,,
442,EarthLink - Chicago Data Center,EarthLink,350 East Cermak Road 8th Floor,Chicago,Illinois,41.8755616,-87.6244212,,
443,Element Critical CH1,Element Critical,711 N. Edgewood Ave.,Wood Dale,Illinois,41.9633625,-87.9789562,,
444,Element Critical CH2,Element Critical,341 Haynes Drive,Wood Dale,Illinois,41.9633625,-87.9789562,,
445,Equinix CH1,"Equinix, Inc",Secret location,Chicago,Illinois,41.8755616,-87.6244212,,
446,Equinix CH2,"Equinix, Inc",Secret location,Chicago,Illinois,41.8755616,-87.6244212,,
447,Equinix CH3,"Equinix, Inc",Secret location,Elk Grove Village,Illinois,42.0041236,-87.9706457,,
448,Equinix CH4,"Equinix, Inc",Secret location,Chicago,Illinois,41.8755616,-87.6244212,,
449,ETC-KenWi,Excalibur Technology Corp,3618 8th Ave.,Kenosha,Illinois,42.483016,-87.862991,,
450,FDCservers.net Chicago,FDCservers.net LLC,"141 West Jackson Blvd., Suite 1135",Chicago,Illinois,41.8755616,-87.6244212,,
451,First Communications Data Center,First Communications,601 W. Polk St.,Chicago,Illinois,41.8755616,-87.6244212,,
452,Gigenet,Gigenet,545 E. Algonquin Rd. Ste. D,Arlington Heights,Illinois,42.0811563,-87.9802164,,
453,Hostrunway Data Center,Hostrunway,1850 Springer Dr,Lombard,Illinois,41.8864687,-88.0201536,,
454,Hostrunway Data Center,Hostrunway,10685-B Hazelhurst Dr. # 19283,Houston,Texas,29.7589382,-95.3676974,,
455,Hostrunway Data Center,Hostrunway,2600 W Germann Rd Chandler,Phoenix,Arizona,33.4484367,-112.074141,,
456,Hostrunway Data Center,Hostrunway,"12201 Tukwila International Blvd #100, Tukwila",Seattle,Washington,47.6038321,-122.330062,,
457,Hostway Boeing Data Center,"Hostway Services, Inc","100 North Riverside Plaza, Suite 800",Chicago,Illinois,41.8755616,-87.6244212,,
458,Latisys-Chicago,Latisys,1808 Swift Drive,Oak Brook,Illinois,41.8328085,-87.9289504,,
459,Lumen Arlington Heights 1,Lumen,"1305 E. Algonquin Avenue,",Arlington Heights,Illinois,42.0811563,-87.9802164,,
460,Lumen Broadview 1,Lumen,2101 Roberts Drive,Broadview,Illinois,41.8639201,-87.8533931,,
461,Lumen Chicago,Lumen,"111 N Canal St, Suite 200",Chicago,Illinois,41.8755616,-87.6244212,,
462,Lumen Chicago #4,Lumen,"600 West Chicago Ave., 1st and 2nd floor",Chicago,Illinois,41.8755616,-87.6244212,,
463,Lumen Chicago 2,Lumen,900 N. Kingsbury Street,Chicago,Illinois,41.8755616,-87.6244212,,
464,Lumen Chicago 3,Lumen,200 N LaSalle St,Chicago,Illinois,41.8755616,-87.6244212,,
465,Lumen Chicago 5,Lumen,600 S. Federal,Chicago,Illinois,41.8755616,-87.6244212,,
466,Navisite Chicago,"NaviSite, Inc.","725 S Wells, Suite 300",Chicago,Illinois,41.8755616,-87.6244212,,
467,Navisite Oak Brook,"NaviSite, Inc.","800 Jorie Blvd, Suite 120",Oak Brook,Illinois,41.8328085,-87.9289504,,
468,Netrality Properties - 717 S Wells,Netrality,717 S Wells St.,Chicago,Illinois,41.8755616,-87.6244212,,
469,Netrality Properties - 717 S Wells,Netrality,717 S. Wells,Chicago,Illinois,41.8755616,-87.6244212,,
470,NetSource,"NetSource Communications, Inc.",2368 Corporate Lane,Naperville,Illinois,41.7728699,-88.1479278,,
471,Neutral Tandem,Inteliquent,717 S Wells St,Chicago,Illinois,41.8755616,-87.6244212,,
472,Nexeon CHI1,Nexeon,603 Discovery Dr,West Chicago,Illinois,41.8847507,-88.2039607,,
473,NTT Chicago CH1,NTT Global Data Centers Americas,255 Pierce Road,Itasca,Illinois,41.9751722,-88.0067509,,
474,PlusOne Chicago,PlusOne,601 W Polk,Chicago,Illinois,41.8755616,-87.6244212,,
475,Pugmarks,Pugmarks Inc.,1717 Park St.,Naperville,Illinois,41.7728699,-88.1479278,,
476,QTS Chicago,QTS Data Centers,2800 S. Ashland Ave,Chicago,Illinois,41.8755616,-87.6244212,,
